Card,Review,Review_cleaned,card_type,Review_tokenized,Review_no_stop,Review_lemmatized,sentiment
UOB One Card,"[Summary of cashback]
Definitely the best cashback card for those spending $500 or more. Expenditure wise its easy to hit because it includes grab top up as one of the expenditure

[Cashback amount]
Uob one delivers cashback of either $50, $100 or $300 on a quarterly basis. This reward amount is generally very high. And worth it because it equates to at least 3.33% ... (more)",summary of cashback definitely the best cashback card for those spending 500 or more expenditure wise its easy to hit because it includes grab top up as one of the expenditure  cashback amount uob one delivers cashback of either 50 100 or 300 on a quarterly basis this reward amount is generally very high and worth it because it equates to at least 333  more,Cashback,"['summary', 'of', 'cashback', 'definitely', 'the', 'best', 'cashback', 'card', 'for', 'those', 'spending', '500', 'or', 'more', 'expenditure', 'wise', 'its', 'easy', 'to', 'hit', 'because', 'it', 'includes', 'grab', 'top', 'up', 'as', 'one', 'of', 'the', 'expenditure', 'cashback', 'amount', 'uob', 'one', 'delivers', 'cashback', 'of', 'either', '50', '100', 'or', '300', 'on', 'a', 'quarterly', 'basis', 'this', 'reward', 'amount', 'is', 'generally', 'very', 'high', 'and', 'worth', 'it', 'because', 'it', 'equates', 'to', 'at', 'least', '333', 'more']","['summary', 'cashback', 'definitely', 'best', 'cashback', 'card', 'spending', '500', 'expenditure', 'wise', 'easy', 'hit', 'includes', 'grab', 'top', 'one', 'expenditure', 'cashback', 'amount', 'uob', 'one', 'delivers', 'cashback', 'either', '50', '100', '300', 'quarterly', 'basis', 'reward', 'amount', 'generally', 'high', 'worth', 'equates', 'least', '333']","['summary', 'cashback', 'definitely', 'best', 'cashback', 'card', 'spending', '500', 'expenditure', 'wise', 'easy', 'hit', 'includes', 'grab', 'top', 'one', 'expenditure', 'cashback', 'amount', 'uob', 'one', 'delivers', 'cashback', 'either', '50', '100', '300', 'quarterly', 'basis', 'reward', 'amount', 'generally', 'high', 'worth', 'equates', 'least', '333']",5
UOB One Card,"[Promotions and Perks] Use it for petrol at SPC  or Shell. Top up Grab account for transport and F&B. 
Spend $500 each month and pair it with UOB current account to step up your deposit interest rate. Super!

[Cashback Card] Most generous cashback of $300 each quarter if you can consolidate your spend in this card. Little exclusions or limits on specific categories so it is a breeze for me",promotions and perks use it for petrol at spc  or shell top up grab account for transport and fb  spend 500 each month and pair it with uob current account to step up your deposit interest rate super  cashback card most generous cashback of 300 each quarter if you can consolidate your spend in this card little exclusions or limits on specific categories so it is a breeze for me,Cashback,"['promotions', 'and', 'perks', 'use', 'it', 'for', 'petrol', 'at', 'spc', 'or', 'shell', 'top', 'up', 'grab', 'account', 'for', 'transport', 'and', 'fb', 'spend', '500', 'each', 'month', 'and', 'pair', 'it', 'with', 'uob', 'current', 'account', 'to', 'step', 'up', 'your', 'deposit', 'interest', 'rate', 'super', 'cashback', 'card', 'most', 'generous', 'cashback', 'of', '300', 'each', 'quarter', 'if', 'you', 'can', 'consolidate', 'your', 'spend', 'in', 'this', 'card', 'little', 'exclusions', 'or', 'limits', 'on', 'specific', 'categories', 'so', 'it', 'is', 'a', 'breeze', 'for', 'me']","['promotions', 'perks', 'use', 'petrol', 'spc', 'shell', 'top', 'grab', 'account', 'transport', 'fb', 'spend', '500', 'month', 'pair', 'uob', 'current', 'account', 'step', 'deposit', 'interest', 'rate', 'super', 'cashback', 'card', 'generous', 'cashback', '300', 'quarter', 'consolidate', 'spend', 'card', 'little', 'exclusions', 'limits', 'specific', 'categories', 'breeze']","['promotion', 'perk', 'use', 'petrol', 'spc', 'shell', 'top', 'grab', 'account', 'transport', 'fb', 'spend', '500', 'month', 'pair', 'uob', 'current', 'account', 'step', 'deposit', 'interest', 'rate', 'super', 'cashback', 'card', 'generous', 'cashback', '300', 'quarter', 'consolidate', 'spend', 'card', 'little', 'exclusion', 'limit', 'specific', 'category', 'breeze']",5
UOB One Card,"Uob one card has one of the highest cash back rebate if you can meet the $500 cash expenditure. The recent grab promo enables us to earn even more rebates because grab pay can be used to pay a lot of things

Called the uob customer service hotline about my first statement cycle month and they were very knowledgeable and willing to provide me examples and guide",uob one card has one of the highest cash back rebate if you can meet the 500 cash expenditure the recent grab promo enables us to earn even more rebates because grab pay can be used to pay a lot of things  called the uob customer service hotline about my first statement cycle month and they were very knowledgeable and willing to provide me examples and guide,Cashback,"['uob', 'one', 'card', 'has', 'one', 'of', 'the', 'highest', 'cash', 'back', 'rebate', 'if', 'you', 'can', 'meet', 'the', '500', 'cash', 'expenditure', 'the', 'recent', 'grab', 'promo', 'enables', 'us', 'to', 'earn', 'even', 'more', 'rebates', 'because', 'grab', 'pay', 'can', 'be', 'used', 'to', 'pay', 'a', 'lot', 'of', 'things', 'called', 'the', 'uob', 'customer', 'service', 'hotline', 'about', 'my', 'first', 'statement', 'cycle', 'month', 'and', 'they', 'were', 'very', 'knowledgeable', 'and', 'willing', 'to', 'provide', 'me', 'examples', 'and', 'guide']","['uob', 'one', 'card', 'one', 'highest', 'cash', 'back', 'rebate', 'meet', '500', 'cash', 'expenditure', 'recent', 'grab', 'promo', 'enables', 'us', 'earn', 'even', 'rebates', 'grab', 'pay', 'used', 'pay', 'lot', 'things', 'called', 'uob', 'customer', 'service', 'hotline', 'first', 'statement', 'cycle', 'month', 'knowledgeable', 'willing', 'provide', 'examples', 'guide']","['uob', 'one', 'card', 'one', 'highest', 'cash', 'back', 'rebate', 'meet', '500', 'cash', 'expenditure', 'recent', 'grab', 'promo', 'enables', 'u', 'earn', 'even', 'rebate', 'grab', 'pay', 'used', 'pay', 'lot', 'thing', 'called', 'uob', 'customer', 'service', 'hotline', 'first', 'statement', 'cycle', 'month', 'knowledgeable', 'willing', 'provide', 'example', 'guide']",5
UOB One Card,"Great rewards and cashback, especially if used together with UOB account. However, the tiered system makes calculating and tracking the actual interest very difficult.",great rewards and cashback especially if used together with uob account however the tiered system makes calculating and tracking the actual interest very difficult,Cashback,"['great', 'rewards', 'and', 'cashback', 'especially', 'if', 'used', 'together', 'with', 'uob', 'account', 'however', 'the', 'tiered', 'system', 'makes', 'calculating', 'and', 'tracking', 'the', 'actual', 'interest', 'very', 'difficult']","['great', 'rewards', 'cashback', 'especially', 'used', 'together', 'uob', 'account', 'however', 'tiered', 'system', 'makes', 'calculating', 'tracking', 'actual', 'interest', 'difficult']","['great', 'reward', 'cashback', 'especially', 'used', 'together', 'uob', 'account', 'however', 'tiered', 'system', 'make', 'calculating', 'tracking', 'actual', 'interest', 'difficult']",4
UOB One Card,"This is really good and coupled with grabpay top up, we can easily get 10% cashback, I.e. maximum of 600 dollars earned per quarter.",this is really good and coupled with grabpay top up we can easily get 10 cashback ie maximum of 600 dollars earned per quarter,Cashback,"['this', 'is', 'really', 'good', 'and', 'coupled', 'with', 'grabpay', 'top', 'up', 'we', 'can', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', 'of', '600', 'dollars', 'earned', 'per', 'quarter']","['really', 'good', 'coupled', 'grabpay', 'top', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', '600', 'dollars', 'earned', 'per', 'quarter']","['really', 'good', 'coupled', 'grabpay', 'top', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', '600', 'dollar', 'earned', 'per', 'quarter']",5
UOB One Card,"[Card Hacks]

[Cashback Card]

Combo with Grabpay and Revolut/YouTrip/Other prepaid cards for maximum benefit.",card hacks  cashback card  combo with grabpay and revolutyoutripother prepaid cards for maximum benefit,Cashback,"['card', 'hacks', 'cashback', 'card', 'combo', 'with', 'grabpay', 'and', 'revolutyoutripother', 'prepaid', 'cards', 'for', 'maximum', 'benefit']","['card', 'hacks', 'cashback', 'card', 'combo', 'grabpay', 'revolutyoutripother', 'prepaid', 'cards', 'maximum', 'benefit']","['card', 'hack', 'cashback', 'card', 'combo', 'grabpay', 'revolutyoutripother', 'prepaid', 'card', 'maximum', 'benefit']",1
UOB One Card,"Best combined with UOB one account if you have a savings of 75K. Credit salary, spend $500 monthly and a min deposit of 70k, you will earn cashback around 2k a year. 
As for the credit card UOB one, I have been using it more than other credit cards. SPC petrol Min spending $60 combined with SPC member card, after discount $48, 20% discount.
Other benefits from my experience 
-$10 voucher when you pay with UOB at Hai Di Lao  
-One for one sashimi at sushi tei",best combined with uob one account if you have a savings of 75k credit salary spend 500 monthly and a min deposit of 70k you will earn cashback around 2k a year  as for the credit card uob one i have been using it more than other credit cards spc petrol min spending 60 combined with spc member card after discount 48 20 discount other benefits from my experience  10 voucher when you pay with uob at hai di lao   one for one sashimi at sushi tei,Cashback,"['best', 'combined', 'with', 'uob', 'one', 'account', 'if', 'you', 'have', 'a', 'savings', 'of', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'and', 'a', 'min', 'deposit', 'of', '70k', 'you', 'will', 'earn', 'cashback', 'around', '2k', 'a', 'year', 'as', 'for', 'the', 'credit', 'card', 'uob', 'one', 'i', 'have', 'been', 'using', 'it', 'more', 'than', 'other', 'credit', 'cards', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'with', 'spc', 'member', 'card', 'after', 'discount', '48', '20', 'discount', 'other', 'benefits', 'from', 'my', 'experience', '10', 'voucher', 'when', 'you', 'pay', 'with', 'uob', 'at', 'hai', 'di', 'lao', 'one', 'for', 'one', 'sashimi', 'at', 'sushi', 'tei']","['best', 'combined', 'uob', 'one', 'account', 'savings', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'min', 'deposit', '70k', 'earn', 'cashback', 'around', '2k', 'year', 'credit', 'card', 'uob', 'one', 'using', 'credit', 'cards', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'spc', 'member', 'card', 'discount', '48', '20', 'discount', 'benefits', 'experience', '10', 'voucher', 'pay', 'uob', 'hai', 'di', 'lao', 'one', 'one', 'sashimi', 'sushi', 'tei']","['best', 'combined', 'uob', 'one', 'account', 'saving', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'min', 'deposit', '70k', 'earn', 'cashback', 'around', '2k', 'year', 'credit', 'card', 'uob', 'one', 'using', 'credit', 'card', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'spc', 'member', 'card', 'discount', '48', '20', 'discount', 'benefit', 'experience', '10', 'voucher', 'pay', 'uob', 'hai', 'di', 'lao', 'one', 'one', 'sashimi', 'sushi', 'tei']",5
UOB One Card,"You can buy insurance products from the bank and use this card to make the monthly payment. With the payment and spending exceeding $500 monthly, there are rebates and higher interest for your One Account.",you can buy insurance products from the bank and use this card to make the monthly payment with the payment and spending exceeding 500 monthly there are rebates and higher interest for your one account,Cashback,"['you', 'can', 'buy', 'insurance', 'products', 'from', 'the', 'bank', 'and', 'use', 'this', 'card', 'to', 'make', 'the', 'monthly', 'payment', 'with', 'the', 'payment', 'and', 'spending', 'exceeding', '500', 'monthly', 'there', 'are', 'rebates', 'and', 'higher', 'interest', 'for', 'your', 'one', 'account']","['buy', 'insurance', 'products', 'bank', 'use', 'card', 'make', 'monthly', 'payment', 'payment', 'spending', 'exceeding', '500', 'monthly', 'rebates', 'higher', 'interest', 'one', 'account']","['buy', 'insurance', 'product', 'bank', 'use', 'card', 'make', 'monthly', 'payment', 'payment', 'spending', 'exceeding', '500', 'monthly', 'rebate', 'higher', 'interest', 'one', 'account']",1
UOB One Card,"$50 cashback if you can meet $500 minimum for 3 consecutive months, can be tedious to keep track. Actually $50 not a lot.",50 cashback if you can meet 500 minimum for 3 consecutive months can be tedious to keep track actually 50 not a lot,Cashback,"['50', 'cashback', 'if', 'you', 'can', 'meet', '500', 'minimum', 'for', '3', 'consecutive', 'months', 'can', 'be', 'tedious', 'to', 'keep', 'track', 'actually', '50', 'not', 'a', 'lot']","['50', 'cashback', 'meet', '500', 'minimum', '3', 'consecutive', 'months', 'tedious', 'keep', 'track', 'actually', '50', 'lot']","['50', 'cashback', 'meet', '500', 'minimum', '3', 'consecutive', 'month', 'tedious', 'keep', 'track', 'actually', '50', 'lot']",2
UOB One Card,"One of the best cards thus far. 5% cashback with min $2000/mth.

Would say that its not easy to hit $2000 a month but the good thing is that theres lesser restrictions and limitations. $2000 is almost 'any' transaction thus easy to track and less troublesome. 

Point to note is that the spend must be consistent for 3 months (per quarter) as the cas... (more)",one of the best cards thus far 5 cashback with min 2000mth  would say that its not easy to hit 2000 a month but the good thing is that theres lesser restrictions and limitations 2000 is almost any transaction thus easy to track and less troublesome   point to note is that the spend must be consistent for 3 months per quarter as the cas more,Cashback,"['one', 'of', 'the', 'best', 'cards', 'thus', 'far', '5', 'cashback', 'with', 'min', '2000mth', 'would', 'say', 'that', 'its', 'not', 'easy', 'to', 'hit', '2000', 'a', 'month', 'but', 'the', 'good', 'thing', 'is', 'that', 'theres', 'lesser', 'restrictions', 'and', 'limitations', '2000', 'is', 'almost', 'any', 'transaction', 'thus', 'easy', 'to', 'track', 'and', 'less', 'troublesome', 'point', 'to', 'note', 'is', 'that', 'the', 'spend', 'must', 'be', 'consistent', 'for', '3', 'months', 'per', 'quarter', 'as', 'the', 'cas', 'more']","['one', 'best', 'cards', 'thus', 'far', '5', 'cashback', 'min', '2000mth', 'would', 'say', 'easy', 'hit', '2000', 'month', 'good', 'thing', 'theres', 'lesser', 'restrictions', 'limitations', '2000', 'almost', 'transaction', 'thus', 'easy', 'track', 'less', 'troublesome', 'point', 'note', 'spend', 'must', 'consistent', '3', 'months', 'per', 'quarter', 'cas']","['one', 'best', 'card', 'thus', 'far', '5', 'cashback', 'min', '2000mth', 'would', 'say', 'easy', 'hit', '2000', 'month', 'good', 'thing', 'there', 'lesser', 'restriction', 'limitation', '2000', 'almost', 'transaction', 'thus', 'easy', 'track', 'less', 'troublesome', 'point', 'note', 'spend', 'must', 'consistent', '3', 'month', 'per', 'quarter', 'ca']",5
UOB One Card,"One of the best all in one card for people who are lazy to track their spending.

3.33% for $500 - $1,000 is awesome.
5% for $2,000? Best. 

Make sure you can hit those numbers for 3 months though, it is cashback quarterly.

... (more)",one of the best all in one card for people who are lazy to track their spending  333 for 500  1000 is awesome 5 for 2000 best   make sure you can hit those numbers for 3 months though it is cashback quarterly   more,Cashback,"['one', 'of', 'the', 'best', 'all', 'in', 'one', 'card', 'for', 'people', 'who', 'are', 'lazy', 'to', 'track', 'their', 'spending', '333', 'for', '500', '1000', 'is', 'awesome', '5', 'for', '2000', 'best', 'make', 'sure', 'you', 'can', 'hit', 'those', 'numbers', 'for', '3', 'months', 'though', 'it', 'is', 'cashback', 'quarterly', 'more']","['one', 'best', 'one', 'card', 'people', 'lazy', 'track', 'spending', '333', '500', '1000', 'awesome', '5', '2000', 'best', 'make', 'sure', 'hit', 'numbers', '3', 'months', 'though', 'cashback', 'quarterly']","['one', 'best', 'one', 'card', 'people', 'lazy', 'track', 'spending', '333', '500', '1000', 'awesome', '5', '2000', 'best', 'make', 'sure', 'hit', 'number', '3', 'month', 'though', 'cashback', 'quarterly']",5
UOB One Card,"This is my favourite cashback credit card linked to a high interest rate bank account. As long as you are willing to do the monitoring work. The minimum spend and number of transactions per statement month can be difficult to track. The jump in spending tiers from $500, $1,000 to $2,000 per month to get more cashback is big. So it's good if you have a set pattern of regular spending to this card every month so you stick to the one threshold you are aiming for as the spending tier. Try not to spend on different items every month to this card cause you will either underspend or overspend on that threshold.",this is my favourite cashback credit card linked to a high interest rate bank account as long as you are willing to do the monitoring work the minimum spend and number of transactions per statement month can be difficult to track the jump in spending tiers from 500 1000 to 2000 per month to get more cashback is big so its good if you have a set pattern of regular spending to this card every month so you stick to the one threshold you are aiming for as the spending tier try not to spend on different items every month to this card cause you will either underspend or overspend on that threshold,Cashback,"['this', 'is', 'my', 'favourite', 'cashback', 'credit', 'card', 'linked', 'to', 'a', 'high', 'interest', 'rate', 'bank', 'account', 'as', 'long', 'as', 'you', 'are', 'willing', 'to', 'do', 'the', 'monitoring', 'work', 'the', 'minimum', 'spend', 'and', 'number', 'of', 'transactions', 'per', 'statement', 'month', 'can', 'be', 'difficult', 'to', 'track', 'the', 'jump', 'in', 'spending', 'tiers', 'from', '500', '1000', 'to', '2000', 'per', 'month', 'to', 'get', 'more', 'cashback', 'is', 'big', 'so', 'its', 'good', 'if', 'you', 'have', 'a', 'set', 'pattern', 'of', 'regular', 'spending', 'to', 'this', 'card', 'every', 'month', 'so', 'you', 'stick', 'to', 'the', 'one', 'threshold', 'you', 'are', 'aiming', 'for', 'as', 'the', 'spending', 'tier', 'try', 'not', 'to', 'spend', 'on', 'different', 'items', 'every', 'month', 'to', 'this', 'card', 'cause', 'you', 'will', 'either', 'underspend', 'or', 'overspend', 'on', 'that', 'threshold']","['favourite', 'cashback', 'credit', 'card', 'linked', 'high', 'interest', 'rate', 'bank', 'account', 'long', 'willing', 'monitoring', 'work', 'minimum', 'spend', 'number', 'transactions', 'per', 'statement', 'month', 'difficult', 'track', 'jump', 'spending', 'tiers', '500', '1000', '2000', 'per', 'month', 'get', 'cashback', 'big', 'good', 'set', 'pattern', 'regular', 'spending', 'card', 'every', 'month', 'stick', 'one', 'threshold', 'aiming', 'spending', 'tier', 'try', 'spend', 'different', 'items', 'every', 'month', 'card', 'cause', 'either', 'underspend', 'overspend', 'threshold']","['favourite', 'cashback', 'credit', 'card', 'linked', 'high', 'interest', 'rate', 'bank', 'account', 'long', 'willing', 'monitoring', 'work', 'minimum', 'spend', 'number', 'transaction', 'per', 'statement', 'month', 'difficult', 'track', 'jump', 'spending', 'tier', '500', '1000', '2000', 'per', 'month', 'get', 'cashback', 'big', 'good', 'set', 'pattern', 'regular', 'spending', 'card', 'every', 'month', 'stick', 'one', 'threshold', 'aiming', 'spending', 'tier', 'try', 'spend', 'different', 'item', 'every', 'month', 'card', 'cause', 'either', 'underspend', 'overspend', 'threshold']",5
UOB One Card,"Great rebates especially if you use GRAB, can get back up to 10% cashback and the rebates are disburse on time every quarter.",great rebates especially if you use grab can get back up to 10 cashback and the rebates are disburse on time every quarter,Cashback,"['great', 'rebates', 'especially', 'if', 'you', 'use', 'grab', 'can', 'get', 'back', 'up', 'to', '10', 'cashback', 'and', 'the', 'rebates', 'are', 'disburse', 'on', 'time', 'every', 'quarter']","['great', 'rebates', 'especially', 'use', 'grab', 'get', 'back', '10', 'cashback', 'rebates', 'disburse', 'time', 'every', 'quarter']","['great', 'rebate', 'especially', 'use', 'grab', 'get', 'back', '10', 'cashback', 'rebate', 'disburse', 'time', 'every', 'quarter']",5
UOB One Card,I love my UOB One Card! Great rebates and interest on UOB One Account. UOB also has amazing dining/travel/retail deals and discounts.,i love my uob one card great rebates and interest on uob one account uob also has amazing diningtravelretail deals and discounts,Cashback,"['i', 'love', 'my', 'uob', 'one', 'card', 'great', 'rebates', 'and', 'interest', 'on', 'uob', 'one', 'account', 'uob', 'also', 'has', 'amazing', 'diningtravelretail', 'deals', 'and', 'discounts']","['love', 'uob', 'one', 'card', 'great', 'rebates', 'interest', 'uob', 'one', 'account', 'uob', 'also', 'amazing', 'diningtravelretail', 'deals', 'discounts']","['love', 'uob', 'one', 'card', 'great', 'rebate', 'interest', 'uob', 'one', 'account', 'uob', 'also', 'amazing', 'diningtravelretail', 'deal', 'discount']",5
UOB One Card,Very good credit card to unlock the UOB One Account interest. However the bill cycle affects the calculation of the interests which make it hard to do tracking,very good credit card to unlock the uob one account interest however the bill cycle affects the calculation of the interests which make it hard to do tracking,Cashback,"['very', 'good', 'credit', 'card', 'to', 'unlock', 'the', 'uob', 'one', 'account', 'interest', 'however', 'the', 'bill', 'cycle', 'affects', 'the', 'calculation', 'of', 'the', 'interests', 'which', 'make', 'it', 'hard', 'to', 'do', 'tracking']","['good', 'credit', 'card', 'unlock', 'uob', 'one', 'account', 'interest', 'however', 'bill', 'cycle', 'affects', 'calculation', 'interests', 'make', 'hard', 'tracking']","['good', 'credit', 'card', 'unlock', 'uob', 'one', 'account', 'interest', 'however', 'bill', 'cycle', 'affect', 'calculation', 'interest', 'make', 'hard', 'tracking']",4
UOB One Card,"The UOB One Card is hands down UOB’s favourite entry level credit card – especially for those with a UOB One account too. The credit card owes its fame to its key proposition: a maximum of 5% cash rebate on everything, no need to futz about with different spending categories.",the uob one card is hands down uob’s favourite entry level credit card – especially for those with a uob one account too the credit card owes its fame to its key proposition a maximum of 5 cash rebate on everything no need to futz about with different spending categories,Cashback,"['the', 'uob', 'one', 'card', 'is', 'hands', 'down', 'uob', 's', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'for', 'those', 'with', 'a', 'uob', 'one', 'account', 'too', 'the', 'credit', 'card', 'owes', 'its', 'fame', 'to', 'its', 'key', 'proposition', 'a', 'maximum', 'of', '5', 'cash', 'rebate', 'on', 'everything', 'no', 'need', 'to', 'futz', 'about', 'with', 'different', 'spending', 'categories']","['uob', 'one', 'card', 'hands', 'uob', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'uob', 'one', 'account', 'credit', 'card', 'owes', 'fame', 'key', 'proposition', 'maximum', '5', 'cash', 'rebate', 'everything', 'need', 'futz', 'different', 'spending', 'categories']","['uob', 'one', 'card', 'hand', 'uob', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'uob', 'one', 'account', 'credit', 'card', 'owes', 'fame', 'key', 'proposition', 'maximum', '5', 'cash', 'rebate', 'everything', 'need', 'futz', 'different', 'spending', 'category']",5
UOB One Card,One of the most attractive cash rebates in the market and its pretty straightforward to use. Will definitely recommend it to my peers.,one of the most attractive cash rebates in the market and its pretty straightforward to use will definitely recommend it to my peers,Cashback,"['one', 'of', 'the', 'most', 'attractive', 'cash', 'rebates', 'in', 'the', 'market', 'and', 'its', 'pretty', 'straightforward', 'to', 'use', 'will', 'definitely', 'recommend', 'it', 'to', 'my', 'peers']","['one', 'attractive', 'cash', 'rebates', 'market', 'pretty', 'straightforward', 'use', 'definitely', 'recommend', 'peers']","['one', 'attractive', 'cash', 'rebate', 'market', 'pretty', 'straightforward', 'use', 'definitely', 'recommend', 'peer']",5
UOB One Card,Best cash rebate card that link to the one account. Rebate is instantly for my stmt. Will recommend it to family and friend!,best cash rebate card that link to the one account rebate is instantly for my stmt will recommend it to family and friend,Cashback,"['best', 'cash', 'rebate', 'card', 'that', 'link', 'to', 'the', 'one', 'account', 'rebate', 'is', 'instantly', 'for', 'my', 'stmt', 'will', 'recommend', 'it', 'to', 'family', 'and', 'friend']","['best', 'cash', 'rebate', 'card', 'link', 'one', 'account', 'rebate', 'instantly', 'stmt', 'recommend', 'family', 'friend']","['best', 'cash', 'rebate', 'card', 'link', 'one', 'account', 'rebate', 'instantly', 'stmt', 'recommend', 'family', 'friend']",5
UOB One Card,"The best cash back credit card out there in Singapore, straight forward rebates without any requirement on spending with categories.",the best cash back credit card out there in singapore straight forward rebates without any requirement on spending with categories,Cashback,"['the', 'best', 'cash', 'back', 'credit', 'card', 'out', 'there', 'in', 'singapore', 'straight', 'forward', 'rebates', 'without', 'any', 'requirement', 'on', 'spending', 'with', 'categories']","['best', 'cash', 'back', 'credit', 'card', 'singapore', 'straight', 'forward', 'rebates', 'without', 'requirement', 'spending', 'categories']","['best', 'cash', 'back', 'credit', 'card', 'singapore', 'straight', 'forward', 'rebate', 'without', 'requirement', 'spending', 'category']",5
UOB One Card,Best cash rebate credit card in the market! No fuss and hussle  free! Insurance can be charged too!!!,best cash rebate credit card in the market no fuss and hussle  free insurance can be charged too,Cashback,"['best', 'cash', 'rebate', 'credit', 'card', 'in', 'the', 'market', 'no', 'fuss', 'and', 'hussle', 'free', 'insurance', 'can', 'be', 'charged', 'too']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']",5
UOB One Card,Best cash rebate credit card in the market! No fuss and hussle  free! Insurance can be charged too!!!,best cash rebate credit card in the market no fuss and hussle  free insurance can be charged too,Cashback,"['best', 'cash', 'rebate', 'credit', 'card', 'in', 'the', 'market', 'no', 'fuss', 'and', 'hussle', 'free', 'insurance', 'can', 'be', 'charged', 'too']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']",5
UOB One Card,"Great card in terms of cashback and upfront discounts, especially for petrol if you can hit the minimum spending each month!",great card in terms of cashback and upfront discounts especially for petrol if you can hit the minimum spending each month,Cashback,"['great', 'card', 'in', 'terms', 'of', 'cashback', 'and', 'upfront', 'discounts', 'especially', 'for', 'petrol', 'if', 'you', 'can', 'hit', 'the', 'minimum', 'spending', 'each', 'month']","['great', 'card', 'terms', 'cashback', 'upfront', 'discounts', 'especially', 'petrol', 'hit', 'minimum', 'spending', 'month']","['great', 'card', 'term', 'cashback', 'upfront', 'discount', 'especially', 'petrol', 'hit', 'minimum', 'spending', 'month']",5
UOB One Card,"I have been using this card for my wedding expenses! Although it has been a little stressful to ensure payment is done to get the maximum cashback of 5%, overall it has been a good experience so far. One thing to note is to make sure transactions are done earlier because most operators take a few days to approve the transaction. Even if you make the transaction before the statement due date, it doesn't mean you will fulfil the cashback. I have encountered something similar and tried appealing to get the cashback. Happy that UOB was understanding and approved it in a few working days! Customer service has been responsive.",i have been using this card for my wedding expenses although it has been a little stressful to ensure payment is done to get the maximum cashback of 5 overall it has been a good experience so far one thing to note is to make sure transactions are done earlier because most operators take a few days to approve the transaction even if you make the transaction before the statement due date it doesnt mean you will fulfil the cashback i have encountered something similar and tried appealing to get the cashback happy that uob was understanding and approved it in a few working days customer service has been responsive,Cashback,"['i', 'have', 'been', 'using', 'this', 'card', 'for', 'my', 'wedding', 'expenses', 'although', 'it', 'has', 'been', 'a', 'little', 'stressful', 'to', 'ensure', 'payment', 'is', 'done', 'to', 'get', 'the', 'maximum', 'cashback', 'of', '5', 'overall', 'it', 'has', 'been', 'a', 'good', 'experience', 'so', 'far', 'one', 'thing', 'to', 'note', 'is', 'to', 'make', 'sure', 'transactions', 'are', 'done', 'earlier', 'because', 'most', 'operators', 'take', 'a', 'few', 'days', 'to', 'approve', 'the', 'transaction', 'even', 'if', 'you', 'make', 'the', 'transaction', 'before', 'the', 'statement', 'due', 'date', 'it', 'doesnt', 'mean', 'you', 'will', 'fulfil', 'the', 'cashback', 'i', 'have', 'encountered', 'something', 'similar', 'and', 'tried', 'appealing', 'to', 'get', 'the', 'cashback', 'happy', 'that', 'uob', 'was', 'understanding', 'and', 'approved', 'it', 'in', 'a', 'few', 'working', 'days', 'customer', 'service', 'has', 'been', 'responsive']","['using', 'card', 'wedding', 'expenses', 'although', 'little', 'stressful', 'ensure', 'payment', 'done', 'get', 'maximum', 'cashback', '5', 'overall', 'good', 'experience', 'far', 'one', 'thing', 'note', 'make', 'sure', 'transactions', 'done', 'earlier', 'operators', 'take', 'days', 'approve', 'transaction', 'even', 'make', 'transaction', 'statement', 'due', 'date', 'doesnt', 'mean', 'fulfil', 'cashback', 'encountered', 'something', 'similar', 'tried', 'appealing', 'get', 'cashback', 'happy', 'uob', 'understanding', 'approved', 'working', 'days', 'customer', 'service', 'responsive']","['using', 'card', 'wedding', 'expense', 'although', 'little', 'stressful', 'ensure', 'payment', 'done', 'get', 'maximum', 'cashback', '5', 'overall', 'good', 'experience', 'far', 'one', 'thing', 'note', 'make', 'sure', 'transaction', 'done', 'earlier', 'operator', 'take', 'day', 'approve', 'transaction', 'even', 'make', 'transaction', 'statement', 'due', 'date', 'doesnt', 'mean', 'fulfil', 'cashback', 'encountered', 'something', 'similar', 'tried', 'appealing', 'get', 'cashback', 'happy', 'uob', 'understanding', 'approved', 'working', 'day', 'customer', 'service', 'responsive']",4
