,Card,Review,Review_cleaned,card_type,Review_tokenized,Review_no_stop,Review_lemmatized,sentiment
58,UOB One Card,"This is really good and coupled with grabpay top up, we can easily get 10% cashback, I.e. maximum of 600 dollars earned per quarter.",this is really good and coupled with grabpay top up we can easily get 10 cashback ie maximum of 600 dollars earned per quarter,Cashback,"['this', 'is', 'really', 'good', 'and', 'coupled', 'with', 'grabpay', 'top', 'up', 'we', 'can', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', 'of', '600', 'dollars', 'earned', 'per', 'quarter']","['really', 'good', 'coupled', 'grabpay', 'top', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', '600', 'dollars', 'earned', 'per', 'quarter']","['really', 'good', 'coupled', 'grabpay', 'top', 'easily', 'get', '10', 'cashback', 'ie', 'maximum', '600', 'dollar', 'earned', 'per', 'quarter']",5
59,UOB One Card,"[Card Hacks]

[Cashback Card]

Combo with Grabpay and Revolut/YouTrip/Other prepaid cards for maximum benefit.",card hacks  cashback card  combo with grabpay and revolutyoutripother prepaid cards for maximum benefit,Cashback,"['card', 'hacks', 'cashback', 'card', 'combo', 'with', 'grabpay', 'and', 'revolutyoutripother', 'prepaid', 'cards', 'for', 'maximum', 'benefit']","['card', 'hacks', 'cashback', 'card', 'combo', 'grabpay', 'revolutyoutripother', 'prepaid', 'cards', 'maximum', 'benefit']","['card', 'hack', 'cashback', 'card', 'combo', 'grabpay', 'revolutyoutripother', 'prepaid', 'card', 'maximum', 'benefit']",1
60,UOB One Card,"Best combined with UOB one account if you have a savings of 75K. Credit salary, spend $500 monthly and a min deposit of 70k, you will earn cashback around 2k a year. 
As for the credit card UOB one, I have been using it more than other credit cards. SPC petrol Min spending $60 combined with SPC member card, after discount $48, 20% discount.
Other benefits from my experience 
-$10 voucher when you pay with UOB at Hai Di Lao  
-One for one sashimi at sushi tei",best combined with uob one account if you have a savings of 75k credit salary spend 500 monthly and a min deposit of 70k you will earn cashback around 2k a year  as for the credit card uob one i have been using it more than other credit cards spc petrol min spending 60 combined with spc member card after discount 48 20 discount other benefits from my experience  10 voucher when you pay with uob at hai di lao   one for one sashimi at sushi tei,Cashback,"['best', 'combined', 'with', 'uob', 'one', 'account', 'if', 'you', 'have', 'a', 'savings', 'of', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'and', 'a', 'min', 'deposit', 'of', '70k', 'you', 'will', 'earn', 'cashback', 'around', '2k', 'a', 'year', 'as', 'for', 'the', 'credit', 'card', 'uob', 'one', 'i', 'have', 'been', 'using', 'it', 'more', 'than', 'other', 'credit', 'cards', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'with', 'spc', 'member', 'card', 'after', 'discount', '48', '20', 'discount', 'other', 'benefits', 'from', 'my', 'experience', '10', 'voucher', 'when', 'you', 'pay', 'with', 'uob', 'at', 'hai', 'di', 'lao', 'one', 'for', 'one', 'sashimi', 'at', 'sushi', 'tei']","['best', 'combined', 'uob', 'one', 'account', 'savings', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'min', 'deposit', '70k', 'earn', 'cashback', 'around', '2k', 'year', 'credit', 'card', 'uob', 'one', 'using', 'credit', 'cards', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'spc', 'member', 'card', 'discount', '48', '20', 'discount', 'benefits', 'experience', '10', 'voucher', 'pay', 'uob', 'hai', 'di', 'lao', 'one', 'one', 'sashimi', 'sushi', 'tei']","['best', 'combined', 'uob', 'one', 'account', 'saving', '75k', 'credit', 'salary', 'spend', '500', 'monthly', 'min', 'deposit', '70k', 'earn', 'cashback', 'around', '2k', 'year', 'credit', 'card', 'uob', 'one', 'using', 'credit', 'card', 'spc', 'petrol', 'min', 'spending', '60', 'combined', 'spc', 'member', 'card', 'discount', '48', '20', 'discount', 'benefit', 'experience', '10', 'voucher', 'pay', 'uob', 'hai', 'di', 'lao', 'one', 'one', 'sashimi', 'sushi', 'tei']",5
61,UOB One Card,"You can buy insurance products from the bank and use this card to make the monthly payment. With the payment and spending exceeding $500 monthly, there are rebates and higher interest for your One Account.",you can buy insurance products from the bank and use this card to make the monthly payment with the payment and spending exceeding 500 monthly there are rebates and higher interest for your one account,Cashback,"['you', 'can', 'buy', 'insurance', 'products', 'from', 'the', 'bank', 'and', 'use', 'this', 'card', 'to', 'make', 'the', 'monthly', 'payment', 'with', 'the', 'payment', 'and', 'spending', 'exceeding', '500', 'monthly', 'there', 'are', 'rebates', 'and', 'higher', 'interest', 'for', 'your', 'one', 'account']","['buy', 'insurance', 'products', 'bank', 'use', 'card', 'make', 'monthly', 'payment', 'payment', 'spending', 'exceeding', '500', 'monthly', 'rebates', 'higher', 'interest', 'one', 'account']","['buy', 'insurance', 'product', 'bank', 'use', 'card', 'make', 'monthly', 'payment', 'payment', 'spending', 'exceeding', '500', 'monthly', 'rebate', 'higher', 'interest', 'one', 'account']",1
62,UOB One Card,"$50 cashback if you can meet $500 minimum for 3 consecutive months, can be tedious to keep track. Actually $50 not a lot.",50 cashback if you can meet 500 minimum for 3 consecutive months can be tedious to keep track actually 50 not a lot,Cashback,"['50', 'cashback', 'if', 'you', 'can', 'meet', '500', 'minimum', 'for', '3', 'consecutive', 'months', 'can', 'be', 'tedious', 'to', 'keep', 'track', 'actually', '50', 'not', 'a', 'lot']","['50', 'cashback', 'meet', '500', 'minimum', '3', 'consecutive', 'months', 'tedious', 'keep', 'track', 'actually', '50', 'lot']","['50', 'cashback', 'meet', '500', 'minimum', '3', 'consecutive', 'month', 'tedious', 'keep', 'track', 'actually', '50', 'lot']",2
63,UOB One Card,"One of the best cards thus far. 5% cashback with min $2000/mth.

Would say that its not easy to hit $2000 a month but the good thing is that theres lesser restrictions and limitations. $2000 is almost 'any' transaction thus easy to track and less troublesome. 

Point to note is that the spend must be consistent for 3 months (per quarter) as the cas... (more)",one of the best cards thus far 5 cashback with min 2000mth  would say that its not easy to hit 2000 a month but the good thing is that theres lesser restrictions and limitations 2000 is almost any transaction thus easy to track and less troublesome   point to note is that the spend must be consistent for 3 months per quarter as the cas more,Cashback,"['one', 'of', 'the', 'best', 'cards', 'thus', 'far', '5', 'cashback', 'with', 'min', '2000mth', 'would', 'say', 'that', 'its', 'not', 'easy', 'to', 'hit', '2000', 'a', 'month', 'but', 'the', 'good', 'thing', 'is', 'that', 'theres', 'lesser', 'restrictions', 'and', 'limitations', '2000', 'is', 'almost', 'any', 'transaction', 'thus', 'easy', 'to', 'track', 'and', 'less', 'troublesome', 'point', 'to', 'note', 'is', 'that', 'the', 'spend', 'must', 'be', 'consistent', 'for', '3', 'months', 'per', 'quarter', 'as', 'the', 'cas', 'more']","['one', 'best', 'cards', 'thus', 'far', '5', 'cashback', 'min', '2000mth', 'would', 'say', 'easy', 'hit', '2000', 'month', 'good', 'thing', 'theres', 'lesser', 'restrictions', 'limitations', '2000', 'almost', 'transaction', 'thus', 'easy', 'track', 'less', 'troublesome', 'point', 'note', 'spend', 'must', 'consistent', '3', 'months', 'per', 'quarter', 'cas']","['one', 'best', 'card', 'thus', 'far', '5', 'cashback', 'min', '2000mth', 'would', 'say', 'easy', 'hit', '2000', 'month', 'good', 'thing', 'there', 'lesser', 'restriction', 'limitation', '2000', 'almost', 'transaction', 'thus', 'easy', 'track', 'less', 'troublesome', 'point', 'note', 'spend', 'must', 'consistent', '3', 'month', 'per', 'quarter', 'ca']",5
64,UOB One Card,"One of the best all in one card for people who are lazy to track their spending.

3.33% for $500 - $1,000 is awesome.
5% for $2,000? Best. 

Make sure you can hit those numbers for 3 months though, it is cashback quarterly.

... (more)",one of the best all in one card for people who are lazy to track their spending  333 for 500  1000 is awesome 5 for 2000 best   make sure you can hit those numbers for 3 months though it is cashback quarterly   more,Cashback,"['one', 'of', 'the', 'best', 'all', 'in', 'one', 'card', 'for', 'people', 'who', 'are', 'lazy', 'to', 'track', 'their', 'spending', '333', 'for', '500', '1000', 'is', 'awesome', '5', 'for', '2000', 'best', 'make', 'sure', 'you', 'can', 'hit', 'those', 'numbers', 'for', '3', 'months', 'though', 'it', 'is', 'cashback', 'quarterly', 'more']","['one', 'best', 'one', 'card', 'people', 'lazy', 'track', 'spending', '333', '500', '1000', 'awesome', '5', '2000', 'best', 'make', 'sure', 'hit', 'numbers', '3', 'months', 'though', 'cashback', 'quarterly']","['one', 'best', 'one', 'card', 'people', 'lazy', 'track', 'spending', '333', '500', '1000', 'awesome', '5', '2000', 'best', 'make', 'sure', 'hit', 'number', '3', 'month', 'though', 'cashback', 'quarterly']",5
65,UOB One Card,"This is my favourite cashback credit card linked to a high interest rate bank account. As long as you are willing to do the monitoring work. The minimum spend and number of transactions per statement month can be difficult to track. The jump in spending tiers from $500, $1,000 to $2,000 per month to get more cashback is big. So it's good if you have a set pattern of regular spending to this card every month so you stick to the one threshold you are aiming for as the spending tier. Try not to spend on different items every month to this card cause you will either underspend or overspend on that threshold.",this is my favourite cashback credit card linked to a high interest rate bank account as long as you are willing to do the monitoring work the minimum spend and number of transactions per statement month can be difficult to track the jump in spending tiers from 500 1000 to 2000 per month to get more cashback is big so its good if you have a set pattern of regular spending to this card every month so you stick to the one threshold you are aiming for as the spending tier try not to spend on different items every month to this card cause you will either underspend or overspend on that threshold,Cashback,"['this', 'is', 'my', 'favourite', 'cashback', 'credit', 'card', 'linked', 'to', 'a', 'high', 'interest', 'rate', 'bank', 'account', 'as', 'long', 'as', 'you', 'are', 'willing', 'to', 'do', 'the', 'monitoring', 'work', 'the', 'minimum', 'spend', 'and', 'number', 'of', 'transactions', 'per', 'statement', 'month', 'can', 'be', 'difficult', 'to', 'track', 'the', 'jump', 'in', 'spending', 'tiers', 'from', '500', '1000', 'to', '2000', 'per', 'month', 'to', 'get', 'more', 'cashback', 'is', 'big', 'so', 'its', 'good', 'if', 'you', 'have', 'a', 'set', 'pattern', 'of', 'regular', 'spending', 'to', 'this', 'card', 'every', 'month', 'so', 'you', 'stick', 'to', 'the', 'one', 'threshold', 'you', 'are', 'aiming', 'for', 'as', 'the', 'spending', 'tier', 'try', 'not', 'to', 'spend', 'on', 'different', 'items', 'every', 'month', 'to', 'this', 'card', 'cause', 'you', 'will', 'either', 'underspend', 'or', 'overspend', 'on', 'that', 'threshold']","['favourite', 'cashback', 'credit', 'card', 'linked', 'high', 'interest', 'rate', 'bank', 'account', 'long', 'willing', 'monitoring', 'work', 'minimum', 'spend', 'number', 'transactions', 'per', 'statement', 'month', 'difficult', 'track', 'jump', 'spending', 'tiers', '500', '1000', '2000', 'per', 'month', 'get', 'cashback', 'big', 'good', 'set', 'pattern', 'regular', 'spending', 'card', 'every', 'month', 'stick', 'one', 'threshold', 'aiming', 'spending', 'tier', 'try', 'spend', 'different', 'items', 'every', 'month', 'card', 'cause', 'either', 'underspend', 'overspend', 'threshold']","['favourite', 'cashback', 'credit', 'card', 'linked', 'high', 'interest', 'rate', 'bank', 'account', 'long', 'willing', 'monitoring', 'work', 'minimum', 'spend', 'number', 'transaction', 'per', 'statement', 'month', 'difficult', 'track', 'jump', 'spending', 'tier', '500', '1000', '2000', 'per', 'month', 'get', 'cashback', 'big', 'good', 'set', 'pattern', 'regular', 'spending', 'card', 'every', 'month', 'stick', 'one', 'threshold', 'aiming', 'spending', 'tier', 'try', 'spend', 'different', 'item', 'every', 'month', 'card', 'cause', 'either', 'underspend', 'overspend', 'threshold']",5
66,UOB One Card,"Great rebates especially if you use GRAB, can get back up to 10% cashback and the rebates are disburse on time every quarter.",great rebates especially if you use grab can get back up to 10 cashback and the rebates are disburse on time every quarter,Cashback,"['great', 'rebates', 'especially', 'if', 'you', 'use', 'grab', 'can', 'get', 'back', 'up', 'to', '10', 'cashback', 'and', 'the', 'rebates', 'are', 'disburse', 'on', 'time', 'every', 'quarter']","['great', 'rebates', 'especially', 'use', 'grab', 'get', 'back', '10', 'cashback', 'rebates', 'disburse', 'time', 'every', 'quarter']","['great', 'rebate', 'especially', 'use', 'grab', 'get', 'back', '10', 'cashback', 'rebate', 'disburse', 'time', 'every', 'quarter']",5
67,UOB One Card,I love my UOB One Card! Great rebates and interest on UOB One Account. UOB also has amazing dining/travel/retail deals and discounts.,i love my uob one card great rebates and interest on uob one account uob also has amazing diningtravelretail deals and discounts,Cashback,"['i', 'love', 'my', 'uob', 'one', 'card', 'great', 'rebates', 'and', 'interest', 'on', 'uob', 'one', 'account', 'uob', 'also', 'has', 'amazing', 'diningtravelretail', 'deals', 'and', 'discounts']","['love', 'uob', 'one', 'card', 'great', 'rebates', 'interest', 'uob', 'one', 'account', 'uob', 'also', 'amazing', 'diningtravelretail', 'deals', 'discounts']","['love', 'uob', 'one', 'card', 'great', 'rebate', 'interest', 'uob', 'one', 'account', 'uob', 'also', 'amazing', 'diningtravelretail', 'deal', 'discount']",5
68,UOB One Card,Very good credit card to unlock the UOB One Account interest. However the bill cycle affects the calculation of the interests which make it hard to do tracking,very good credit card to unlock the uob one account interest however the bill cycle affects the calculation of the interests which make it hard to do tracking,Cashback,"['very', 'good', 'credit', 'card', 'to', 'unlock', 'the', 'uob', 'one', 'account', 'interest', 'however', 'the', 'bill', 'cycle', 'affects', 'the', 'calculation', 'of', 'the', 'interests', 'which', 'make', 'it', 'hard', 'to', 'do', 'tracking']","['good', 'credit', 'card', 'unlock', 'uob', 'one', 'account', 'interest', 'however', 'bill', 'cycle', 'affects', 'calculation', 'interests', 'make', 'hard', 'tracking']","['good', 'credit', 'card', 'unlock', 'uob', 'one', 'account', 'interest', 'however', 'bill', 'cycle', 'affect', 'calculation', 'interest', 'make', 'hard', 'tracking']",4
69,UOB One Card,"The UOB One Card is hands down UOB’s favourite entry level credit card – especially for those with a UOB One account too. The credit card owes its fame to its key proposition: a maximum of 5% cash rebate on everything, no need to futz about with different spending categories.",the uob one card is hands down uob’s favourite entry level credit card – especially for those with a uob one account too the credit card owes its fame to its key proposition a maximum of 5 cash rebate on everything no need to futz about with different spending categories,Cashback,"['the', 'uob', 'one', 'card', 'is', 'hands', 'down', 'uob', 's', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'for', 'those', 'with', 'a', 'uob', 'one', 'account', 'too', 'the', 'credit', 'card', 'owes', 'its', 'fame', 'to', 'its', 'key', 'proposition', 'a', 'maximum', 'of', '5', 'cash', 'rebate', 'on', 'everything', 'no', 'need', 'to', 'futz', 'about', 'with', 'different', 'spending', 'categories']","['uob', 'one', 'card', 'hands', 'uob', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'uob', 'one', 'account', 'credit', 'card', 'owes', 'fame', 'key', 'proposition', 'maximum', '5', 'cash', 'rebate', 'everything', 'need', 'futz', 'different', 'spending', 'categories']","['uob', 'one', 'card', 'hand', 'uob', 'favourite', 'entry', 'level', 'credit', 'card', 'especially', 'uob', 'one', 'account', 'credit', 'card', 'owes', 'fame', 'key', 'proposition', 'maximum', '5', 'cash', 'rebate', 'everything', 'need', 'futz', 'different', 'spending', 'category']",5
70,UOB One Card,One of the most attractive cash rebates in the market and its pretty straightforward to use. Will definitely recommend it to my peers.,one of the most attractive cash rebates in the market and its pretty straightforward to use will definitely recommend it to my peers,Cashback,"['one', 'of', 'the', 'most', 'attractive', 'cash', 'rebates', 'in', 'the', 'market', 'and', 'its', 'pretty', 'straightforward', 'to', 'use', 'will', 'definitely', 'recommend', 'it', 'to', 'my', 'peers']","['one', 'attractive', 'cash', 'rebates', 'market', 'pretty', 'straightforward', 'use', 'definitely', 'recommend', 'peers']","['one', 'attractive', 'cash', 'rebate', 'market', 'pretty', 'straightforward', 'use', 'definitely', 'recommend', 'peer']",5
71,UOB One Card,Best cash rebate card that link to the one account. Rebate is instantly for my stmt. Will recommend it to family and friend!,best cash rebate card that link to the one account rebate is instantly for my stmt will recommend it to family and friend,Cashback,"['best', 'cash', 'rebate', 'card', 'that', 'link', 'to', 'the', 'one', 'account', 'rebate', 'is', 'instantly', 'for', 'my', 'stmt', 'will', 'recommend', 'it', 'to', 'family', 'and', 'friend']","['best', 'cash', 'rebate', 'card', 'link', 'one', 'account', 'rebate', 'instantly', 'stmt', 'recommend', 'family', 'friend']","['best', 'cash', 'rebate', 'card', 'link', 'one', 'account', 'rebate', 'instantly', 'stmt', 'recommend', 'family', 'friend']",5
72,UOB One Card,"The best cash back credit card out there in Singapore, straight forward rebates without any requirement on spending with categories.",the best cash back credit card out there in singapore straight forward rebates without any requirement on spending with categories,Cashback,"['the', 'best', 'cash', 'back', 'credit', 'card', 'out', 'there', 'in', 'singapore', 'straight', 'forward', 'rebates', 'without', 'any', 'requirement', 'on', 'spending', 'with', 'categories']","['best', 'cash', 'back', 'credit', 'card', 'singapore', 'straight', 'forward', 'rebates', 'without', 'requirement', 'spending', 'categories']","['best', 'cash', 'back', 'credit', 'card', 'singapore', 'straight', 'forward', 'rebate', 'without', 'requirement', 'spending', 'category']",5
73,UOB One Card,Best cash rebate credit card in the market! No fuss and hussle  free! Insurance can be charged too!!!,best cash rebate credit card in the market no fuss and hussle  free insurance can be charged too,Cashback,"['best', 'cash', 'rebate', 'credit', 'card', 'in', 'the', 'market', 'no', 'fuss', 'and', 'hussle', 'free', 'insurance', 'can', 'be', 'charged', 'too']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']",5
74,UOB One Card,Best cash rebate credit card in the market! No fuss and hussle  free! Insurance can be charged too!!!,best cash rebate credit card in the market no fuss and hussle  free insurance can be charged too,Cashback,"['best', 'cash', 'rebate', 'credit', 'card', 'in', 'the', 'market', 'no', 'fuss', 'and', 'hussle', 'free', 'insurance', 'can', 'be', 'charged', 'too']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']","['best', 'cash', 'rebate', 'credit', 'card', 'market', 'fuss', 'hussle', 'free', 'insurance', 'charged']",5
75,UOB One Card,"Great card in terms of cashback and upfront discounts, especially for petrol if you can hit the minimum spending each month!",great card in terms of cashback and upfront discounts especially for petrol if you can hit the minimum spending each month,Cashback,"['great', 'card', 'in', 'terms', 'of', 'cashback', 'and', 'upfront', 'discounts', 'especially', 'for', 'petrol', 'if', 'you', 'can', 'hit', 'the', 'minimum', 'spending', 'each', 'month']","['great', 'card', 'terms', 'cashback', 'upfront', 'discounts', 'especially', 'petrol', 'hit', 'minimum', 'spending', 'month']","['great', 'card', 'term', 'cashback', 'upfront', 'discount', 'especially', 'petrol', 'hit', 'minimum', 'spending', 'month']",5
76,UOB One Card,"I have been using this card for my wedding expenses! Although it has been a little stressful to ensure payment is done to get the maximum cashback of 5%, overall it has been a good experience so far. One thing to note is to make sure transactions are done earlier because most operators take a few days to approve the transaction. Even if you make the transaction before the statement due date, it doesn't mean you will fulfil the cashback. I have encountered something similar and tried appealing to get the cashback. Happy that UOB was understanding and approved it in a few working days! Customer service has been responsive.",i have been using this card for my wedding expenses although it has been a little stressful to ensure payment is done to get the maximum cashback of 5 overall it has been a good experience so far one thing to note is to make sure transactions are done earlier because most operators take a few days to approve the transaction even if you make the transaction before the statement due date it doesnt mean you will fulfil the cashback i have encountered something similar and tried appealing to get the cashback happy that uob was understanding and approved it in a few working days customer service has been responsive,Cashback,"['i', 'have', 'been', 'using', 'this', 'card', 'for', 'my', 'wedding', 'expenses', 'although', 'it', 'has', 'been', 'a', 'little', 'stressful', 'to', 'ensure', 'payment', 'is', 'done', 'to', 'get', 'the', 'maximum', 'cashback', 'of', '5', 'overall', 'it', 'has', 'been', 'a', 'good', 'experience', 'so', 'far', 'one', 'thing', 'to', 'note', 'is', 'to', 'make', 'sure', 'transactions', 'are', 'done', 'earlier', 'because', 'most', 'operators', 'take', 'a', 'few', 'days', 'to', 'approve', 'the', 'transaction', 'even', 'if', 'you', 'make', 'the', 'transaction', 'before', 'the', 'statement', 'due', 'date', 'it', 'doesnt', 'mean', 'you', 'will', 'fulfil', 'the', 'cashback', 'i', 'have', 'encountered', 'something', 'similar', 'and', 'tried', 'appealing', 'to', 'get', 'the', 'cashback', 'happy', 'that', 'uob', 'was', 'understanding', 'and', 'approved', 'it', 'in', 'a', 'few', 'working', 'days', 'customer', 'service', 'has', 'been', 'responsive']","['using', 'card', 'wedding', 'expenses', 'although', 'little', 'stressful', 'ensure', 'payment', 'done', 'get', 'maximum', 'cashback', '5', 'overall', 'good', 'experience', 'far', 'one', 'thing', 'note', 'make', 'sure', 'transactions', 'done', 'earlier', 'operators', 'take', 'days', 'approve', 'transaction', 'even', 'make', 'transaction', 'statement', 'due', 'date', 'doesnt', 'mean', 'fulfil', 'cashback', 'encountered', 'something', 'similar', 'tried', 'appealing', 'get', 'cashback', 'happy', 'uob', 'understanding', 'approved', 'working', 'days', 'customer', 'service', 'responsive']","['using', 'card', 'wedding', 'expense', 'although', 'little', 'stressful', 'ensure', 'payment', 'done', 'get', 'maximum', 'cashback', '5', 'overall', 'good', 'experience', 'far', 'one', 'thing', 'note', 'make', 'sure', 'transaction', 'done', 'earlier', 'operator', 'take', 'day', 'approve', 'transaction', 'even', 'make', 'transaction', 'statement', 'due', 'date', 'doesnt', 'mean', 'fulfil', 'cashback', 'encountered', 'something', 'similar', 'tried', 'appealing', 'get', 'cashback', 'happy', 'uob', 'understanding', 'approved', 'working', 'day', 'customer', 'service', 'responsive']",4
77,UOB One Card,"Been using this in conjunction with cardup to get cash back for my monthly rental + automating 4 other monthly expenses into this card to hit the 5% cash back requirements.

Similar to other users, once you hit the 2k monthly spend, you can get a 5% cashback and it hits the higher tier UOB One Savings account interest rate. 

Highly recommended. :)",been using this in conjunction with cardup to get cash back for my monthly rental  automating 4 other monthly expenses into this card to hit the 5 cash back requirements  similar to other users once you hit the 2k monthly spend you can get a 5 cashback and it hits the higher tier uob one savings account interest rate   highly recommended ,Cashback,"['been', 'using', 'this', 'in', 'conjunction', 'with', 'cardup', 'to', 'get', 'cash', 'back', 'for', 'my', 'monthly', 'rental', 'automating', '4', 'other', 'monthly', 'expenses', 'into', 'this', 'card', 'to', 'hit', 'the', '5', 'cash', 'back', 'requirements', 'similar', 'to', 'other', 'users', 'once', 'you', 'hit', 'the', '2k', 'monthly', 'spend', 'you', 'can', 'get', 'a', '5', 'cashback', 'and', 'it', 'hits', 'the', 'higher', 'tier', 'uob', 'one', 'savings', 'account', 'interest', 'rate', 'highly', 'recommended', '']","['using', 'conjunction', 'cardup', 'get', 'cash', 'back', 'monthly', 'rental', 'automating', '4', 'monthly', 'expenses', 'card', 'hit', '5', 'cash', 'back', 'requirements', 'similar', 'users', 'hit', '2k', 'monthly', 'spend', 'get', '5', 'cashback', 'hits', 'higher', 'tier', 'uob', 'one', 'savings', 'account', 'interest', 'rate', 'highly', 'recommended', '']","['using', 'conjunction', 'cardup', 'get', 'cash', 'back', 'monthly', 'rental', 'automating', '4', 'monthly', 'expense', 'card', 'hit', '5', 'cash', 'back', 'requirement', 'similar', 'user', 'hit', '2k', 'monthly', 'spend', 'get', '5', 'cashback', 'hit', 'higher', 'tier', 'uob', 'one', 'saving', 'account', 'interest', 'rate', 'highly', 'recommended', '']",5
78,UOB One Card,"Maybe I'm a bit biased but this card fits my spending needs. Used it mainly for insurance, and then followed by bill payments and other fixed recurring expenses. Set it right to $2,000 a month and get $300 credit every quarter. $300/($2,000 x 3) = 5% rebate my credit card bills. Plus extra interest in UOB One account. Happy man here! :)",maybe im a bit biased but this card fits my spending needs used it mainly for insurance and then followed by bill payments and other fixed recurring expenses set it right to 2000 a month and get 300 credit every quarter 3002000 x 3  5 rebate my credit card bills plus extra interest in uob one account happy man here ,Cashback,"['maybe', 'im', 'a', 'bit', 'biased', 'but', 'this', 'card', 'fits', 'my', 'spending', 'needs', 'used', 'it', 'mainly', 'for', 'insurance', 'and', 'then', 'followed', 'by', 'bill', 'payments', 'and', 'other', 'fixed', 'recurring', 'expenses', 'set', 'it', 'right', 'to', '2000', 'a', 'month', 'and', 'get', '300', 'credit', 'every', 'quarter', '3002000', 'x', '3', '5', 'rebate', 'my', 'credit', 'card', 'bills', 'plus', 'extra', 'interest', 'in', 'uob', 'one', 'account', 'happy', 'man', 'here', '']","['maybe', 'im', 'bit', 'biased', 'card', 'fits', 'spending', 'needs', 'used', 'mainly', 'insurance', 'followed', 'bill', 'payments', 'fixed', 'recurring', 'expenses', 'set', 'right', '2000', 'month', 'get', '300', 'credit', 'every', 'quarter', '3002000', 'x', '3', '5', 'rebate', 'credit', 'card', 'bills', 'plus', 'extra', 'interest', 'uob', 'one', 'account', 'happy', 'man', '']","['maybe', 'im', 'bit', 'biased', 'card', 'fit', 'spending', 'need', 'used', 'mainly', 'insurance', 'followed', 'bill', 'payment', 'fixed', 'recurring', 'expense', 'set', 'right', '2000', 'month', 'get', '300', 'credit', 'every', 'quarter', '3002000', 'x', '3', '5', 'rebate', 'credit', 'card', 'bill', 'plus', 'extra', 'interest', 'uob', 'one', 'account', 'happy', 'man', '']",4
79,UOB One Card,"Perfect for wedding banquet expenses - my wife and I split our banquet payments monthly, $2,000 each, for over a year - and got back a couple of thousands from our spend. Not too bad for something we were already committed to spending on, right/",perfect for wedding banquet expenses  my wife and i split our banquet payments monthly 2000 each for over a year  and got back a couple of thousands from our spend not too bad for something we were already committed to spending on right,Cashback,"['perfect', 'for', 'wedding', 'banquet', 'expenses', 'my', 'wife', 'and', 'i', 'split', 'our', 'banquet', 'payments', 'monthly', '2000', 'each', 'for', 'over', 'a', 'year', 'and', 'got', 'back', 'a', 'couple', 'of', 'thousands', 'from', 'our', 'spend', 'not', 'too', 'bad', 'for', 'something', 'we', 'were', 'already', 'committed', 'to', 'spending', 'on', 'right']","['perfect', 'wedding', 'banquet', 'expenses', 'wife', 'split', 'banquet', 'payments', 'monthly', '2000', 'year', 'got', 'back', 'couple', 'thousands', 'spend', 'bad', 'something', 'already', 'committed', 'spending', 'right']","['perfect', 'wedding', 'banquet', 'expense', 'wife', 'split', 'banquet', 'payment', 'monthly', '2000', 'year', 'got', 'back', 'couple', 'thousand', 'spend', 'bad', 'something', 'already', 'committed', 'spending', 'right']",5
80,UOB One Card,"#Weddingbanquethack All couples looking to book your wedding venue or have already booked, this is for you.

I'm sure you all know the mechanics of the UOB one card. To hit the maximum tier of 5% cash rebate, you need to spend $2,000 every month, for 3 months in a row. There is also a minimum transaction of 5 per month. 

... (more)",weddingbanquethack all couples looking to book your wedding venue or have already booked this is for you  im sure you all know the mechanics of the uob one card to hit the maximum tier of 5 cash rebate you need to spend 2000 every month for 3 months in a row there is also a minimum transaction of 5 per month    more,Cashback,"['weddingbanquethack', 'all', 'couples', 'looking', 'to', 'book', 'your', 'wedding', 'venue', 'or', 'have', 'already', 'booked', 'this', 'is', 'for', 'you', 'im', 'sure', 'you', 'all', 'know', 'the', 'mechanics', 'of', 'the', 'uob', 'one', 'card', 'to', 'hit', 'the', 'maximum', 'tier', 'of', '5', 'cash', 'rebate', 'you', 'need', 'to', 'spend', '2000', 'every', 'month', 'for', '3', 'months', 'in', 'a', 'row', 'there', 'is', 'also', 'a', 'minimum', 'transaction', 'of', '5', 'per', 'month', 'more']","['weddingbanquethack', 'couples', 'looking', 'book', 'wedding', 'venue', 'already', 'booked', 'im', 'sure', 'know', 'mechanics', 'uob', 'one', 'card', 'hit', 'maximum', 'tier', '5', 'cash', 'rebate', 'need', 'spend', '2000', 'every', 'month', '3', 'months', 'row', 'also', 'minimum', 'transaction', '5', 'per', 'month']","['weddingbanquethack', 'couple', 'looking', 'book', 'wedding', 'venue', 'already', 'booked', 'im', 'sure', 'know', 'mechanic', 'uob', 'one', 'card', 'hit', 'maximum', 'tier', '5', 'cash', 'rebate', 'need', 'spend', '2000', 'every', 'month', '3', 'month', 'row', 'also', 'minimum', 'transaction', '5', 'per', 'month']",1
